PbTyp;PbNahmeDatum;Parameter;Einheiten;Wert Text;CAS;Gruppe;DauerPN_h;Q_m3_s;M_in_mg_L;Tage;Datum_Start;mg_pro_24h
WASSER;05.01.2013;Desethylatrazin;µg/L;0.007;6190-65-4;Metabolite;24;1269.22;7;1;04.01.2013;7
WASSER;05.01.2013;Diclofenac;µg/L;0.019;15307-79-6;Arzneimittel;24;1269.22;19;1;04.01.2013;19
WASSER;05.01.2013;Isoproturon;µg/L;0.003;34123-59-6;Pestizide;24;1269.22;3;1;04.01.2013;3
WASSER;05.01.2013;Metformin;µg/L;0.24;657-24-9;Arzneimittel;24;1269.22;240;1;04.01.2013;240
WASSER;05.01.2013;Metolachlor;µg/L;0.009;51218-45-2;Pestizide;24;1269.22;9;1;04.01.2013;9
WASSER;05.01.2013;Metolachlor-ESA;µg/L;0.02;171118-09-5;Metabolite;24;1269.22;20;1;04.01.2013;20
WASSER;05.01.2013;Metolachlor-morpholinon;µg/L;0.004;120375-14-6;Metabolite;24;1269.22;4;1;04.01.2013;4
WASSER;05.01.2013;Metoprolol;µg/L;0.01;37350-58-6;Arzneimittel;24;1269.22;10;1;04.01.2013;10
WASSER;05.01.2013;Sulfamethoxazol;µg/L;0.01;723-46-6;Arzneimittel;24;1269.22;10;1;04.01.2013;10
WASSER;05.01.2013;Summe 4-Methylbenzotriazol und 5-Methylbenzotriazol;µg/L;0.079;29385-43-1;Einzelstoffe;24;1269.22;79;1;04.01.2013;79
WASSER;05.01.2013;Toluol-4-sulfonsäure;µg/L;0.025;104-15-4;Einzelstoffe;24;1269.22;25;1;04.01.2013;25
WASSER;05.01.2013;Valsartan;µg/L;0.033;137862-53-4;Arzneimittel;24;1269.22;33;1;04.01.2013;33
WASSER;05.01.2013;Venlafaxin;µg/L;0.006;93413-69-5;Arzneimittel;24;1269.22;6;1;04.01.2013;6
WASSER;05.01.2013;Surfynol 104;µg/L;0.035;126-86-3;Einzelstoffe;24;1269.22;35;1;04.01.2013;35
WASSER;06.01.2013;1,1,1-Trichlorethan;µg/L;0.002;71-55-6;LHKW;24;1258.04;2;1;05.01.2013;2
WASSER;06.01.2013;Chloroform;µg/L;0.034;67-66-3;LHKW;24;1258.04;34;1;05.01.2013;34
WASSER;06.01.2013;Hexachlorethan;µg/L;0.0005;67-72-1;LHKW;24;1258.04;0.5;1;05.01.2013;0.5
WASSER;06.01.2013;Tetrachlorethen;µg/L;0.023;127-18-4;LHKW;24;1258.04;23;1;05.01.2013;23
WASSER;06.01.2013;Tetrachlormethan;µg/L;0.003;56-23-5;LHKW;24;1258.04;3;1;05.01.2013;3
WASSER;06.01.2013;Trichlorethen;µg/L;0.005;79-01-6;LHKW;24;1258.04;5;1;05.01.2013;5
WASSER;06.01.2013;2,6-Dichlorbenzamid;µg/L;0.013;2008-58-4;Metabolite;24;1258.04;13;1;05.01.2013;13
WASSER;06.01.2013;4-Formylaminoantipyrin;µg/L;0.024;1672-58-8;Metabolite;24;1258.04;24;1;05.01.2013;24
WASSER;06.01.2013;4-Trifluormethyl-phenol;µg/L;0.026;402-45-9;Einzelstoffe;24;1258.04;26;1;05.01.2013;26
WASSER;06.01.2013;Acesulfam;µg/L;1.4;33665-90-6;Suessstoffe;24;1258.04;1400;1;05.01.2013;1400
WASSER;06.01.2013;Atenololsäure;µg/L;0.054;56392-14-4;Metabolite;24;1258.04;54;1;05.01.2013;54
WASSER;06.01.2013;Atrazin;µg/L;0.012;1912-24-9;Pestizide;24;1258.04;12;1;05.01.2013;12
WASSER;06.01.2013;Benzotriazol;µg/L;0.32;95-14-7;Einzelstoffe;24;1258.04;320;1;05.01.2013;320
WASSER;06.01.2013;Carbamazepin;µg/L;0.018;298-46-4;Arzneimittel;24;1258.04;18;1;05.01.2013;18
WASSER;06.01.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.007;58955-93-4;Metabolite;24;1258.04;7;1;05.01.2013;7
WASSER;06.01.2013;Cyproconazol;µg/L;0.012;94361-06-5;Pestizide;24;1258.04;12;1;05.01.2013;12
WASSER;06.01.2013;Diclofenac;µg/L;0.025;15307-79-6;Arzneimittel;24;1258.04;25;1;05.01.2013;25
WASSER;06.01.2013;Hydrochlorothiazid;µg/L;0.033;58-93-5;Arzneimittel;24;1258.04;33;1;05.01.2013;33
WASSER;06.01.2013;Metformin;µg/L;0.46;657-24-9;Arzneimittel;24;1258.04;460;1;05.01.2013;460
WASSER;06.01.2013;Metoprolol;µg/L;0.004;37350-58-6;Arzneimittel;24;1258.04;4;1;05.01.2013;4
WASSER;06.01.2013;N-Acetyl-4-aminoantipyrin;µg/L;0.08;83-15-8;Metabolite;24;1258.04;80;1;05.01.2013;80
WASSER;06.01.2013;Saccharin;µg/L;0.043;81-07-2;Suessstoffe;24;1258.04;43;1;05.01.2013;43
WASSER;06.01.2013;Sucralose;µg/L;0.046;56038-13-2;Suessstoffe;24;1258.04;46;1;05.01.2013;46
WASSER;06.01.2013;Summe 5-Methyl-Benzotriazol und 4-Methyl-Benzotriazol und 1-Methylbenzotriazol und 2-Aminobenzimidazol;µg/L;0.16;KEINE NUMMER MOEGLICH;Metabolite;24;1258.04;160;1;05.01.2013;160
WASSER;06.01.2013;Summe O-Desvenlafaxin und N-Desvenlafaxin und Tramadol;µg/L;0.007;KEINE NUMMER MOEGLICH;Arzneimittel;24;1258.04;7;1;05.01.2013;7
WASSER;06.01.2013;Toluol-4-sulfonsäure;µg/L;0.042;104-15-4;Einzelstoffe;24;1258.04;42;1;05.01.2013;42
WASSER;06.01.2013;Triphenylphosphinoxid;µg/L;0.055;791-28-6;Einzelstoffe;24;1258.04;55;1;05.01.2013;55
WASSER;06.01.2013;Valsartan;µg/L;0.051;137862-53-4;Arzneimittel;24;1258.04;51;1;05.01.2013;51
WASSER;06.01.2013;Venlafaxin;µg/L;0.012;93413-69-5;Arzneimittel;24;1258.04;12;1;05.01.2013;12
WASSER;06.01.2013;2-Naphthalinsulfonsäure;µg/L;0.007;120-18-3;Einzelstoffe;24;1258.04;7;1;05.01.2013;7
WASSER;06.01.2013;Acesulfam;µg/L;0.65;33665-90-6;Suessstoffe;24;1258.04;650;1;05.01.2013;650
WASSER;06.01.2013;Atrazin;µg/L;0.006;1912-24-9;Pestizide;24;1258.04;6;1;05.01.2013;6
WASSER;06.01.2013;Benzotriazol;µg/L;0.19;95-14-7;Einzelstoffe;24;1258.04;190;1;05.01.2013;190
WASSER;06.01.2013;Carbamazepin;µg/L;0.016;298-46-4;Arzneimittel;24;1258.04;16;1;05.01.2013;16
WASSER;06.01.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.022;58955-93-4;Metabolite;24;1258.04;22;1;05.01.2013;22
WASSER;06.01.2013;Carbendazim;µg/L;0.005;10605-21-7;Pestizide;24;1258.04;5;1;05.01.2013;5
WASSER;06.01.2013;Chlortoluron;µg/L;0.002;15545-48-9;Pestizide;24;1258.04;2;1;05.01.2013;2
WASSER;06.01.2013;Clarithromycin;µg/L;0.005;81103-11-9;Arzneimittel;24;1258.04;5;1;05.01.2013;5
WASSER;06.01.2013;Cyproconazol;µg/L;0.021;94361-06-5;Pestizide;24;1258.04;21;1;05.01.2013;21
WASSER;06.01.2013;DEET;µg/L;0.01;134-62-3;Pestizide;24;1258.04;10;1;05.01.2013;10
WASSER;06.01.2013;Desethylatrazin;µg/L;0.007;6190-65-4;Metabolite;24;1258.04;7;1;05.01.2013;7
WASSER;06.01.2013;Diclofenac;µg/L;0.022;15307-79-6;Arzneimittel;24;1258.04;22;1;05.01.2013;22
WASSER;06.01.2013;Isoproturon;µg/L;0.003;34123-59-6;Pestizide;24;1258.04;3;1;05.01.2013;3
WASSER;06.01.2013;Metformin;µg/L;0.32;657-24-9;Arzneimittel;24;1258.04;320;1;05.01.2013;320
WASSER;06.01.2013;Metolachlor;µg/L;0.007;51218-45-2;Pestizide;24;1258.04;7;1;05.01.2013;7
WASSER;06.01.2013;Metolachlor-ESA;µg/L;0.019;171118-09-5;Metabolite;24;1258.04;19;1;05.01.2013;19
WASSER;06.01.2013;Metolachlor-morpholinon;µg/L;0.004;120375-14-6;Metabolite;24;1258.04;4;1;05.01.2013;4
WASSER;06.01.2013;Metoprolol;µg/L;0.01;37350-58-6;Arzneimittel;24;1258.04;10;1;05.01.2013;10
WASSER;06.01.2013;N,N-Didesvenlafaxin;µg/L;0.011;93413-77-5;Metabolite;24;1258.04;11;1;05.01.2013;11
WASSER;06.01.2013;Sulfamethoxazol;µg/L;0.011;723-46-6;Arzneimittel;24;1258.04;11;1;05.01.2013;11
WASSER;06.01.2013;Summe 4-Methylbenzotriazol und 5-Methylbenzotriazol;µg/L;0.085;29385-43-1;Einzelstoffe;24;1258.04;85;1;05.01.2013;85
WASSER;06.01.2013;Toluol-4-sulfonsäure;µg/L;0.024;104-15-4;Einzelstoffe;24;1258.04;24;1;05.01.2013;24
WASSER;06.01.2013;Valsartan;µg/L;0.037;137862-53-4;Arzneimittel;24;1258.04;37;1;05.01.2013;37
WASSER;06.01.2013;Venlafaxin;µg/L;0.006;93413-69-5;Arzneimittel;24;1258.04;6;1;05.01.2013;6
WASSER;06.01.2013;Surfynol 104;µg/L;0.034;126-86-3;Einzelstoffe;24;1258.04;34;1;05.01.2013;34
WASSER;07.01.2013;1,1,1-Trichlorethan;µg/L;0.002;71-55-6;LHKW;24;1233.43;2;1;06.01.2013;2
WASSER;07.01.2013;Chloroform;µg/L;0.033;67-66-3;LHKW;24;1233.43;33;1;06.01.2013;33
WASSER;07.01.2013;Hexachlorethan;µg/L;0.0005;67-72-1;LHKW;24;1233.43;0.5;1;06.01.2013;0.5
WASSER;07.01.2013;Tetrachlorethen;µg/L;0.021;127-18-4;LHKW;24;1233.43;21;1;06.01.2013;21
WASSER;07.01.2013;Tetrachlormethan;µg/L;0.002;56-23-5;LHKW;24;1233.43;2;1;06.01.2013;2
WASSER;07.01.2013;Trichlorethen;µg/L;0.005;79-01-6;LHKW;24;1233.43;5;1;06.01.2013;5
WASSER;07.01.2013;2,6-Dichlorbenzamid;µg/L;0.014;2008-58-4;Metabolite;24;1233.43;14;1;06.01.2013;14
WASSER;07.01.2013;4-Formylaminoantipyrin;µg/L;0.03;1672-58-8;Metabolite;24;1233.43;30;1;06.01.2013;30
WASSER;07.01.2013;4-Trifluormethyl-phenol;µg/L;0.05;402-45-9;Einzelstoffe;24;1233.43;50;1;06.01.2013;50
WASSER;07.01.2013;Acesulfam;µg/L;1.4;33665-90-6;Suessstoffe;24;1233.43;1400;1;06.01.2013;1400
WASSER;07.01.2013;Atenololsäure;µg/L;0.042;56392-14-4;Metabolite;24;1233.43;42;1;06.01.2013;42
WASSER;07.01.2013;Atrazin;µg/L;0.012;1912-24-9;Pestizide;24;1233.43;12;1;06.01.2013;12
WASSER;07.01.2013;Benzotriazol;µg/L;0.26;95-14-7;Einzelstoffe;24;1233.43;260;1;06.01.2013;260
WASSER;07.01.2013;Carbamazepin;µg/L;0.016;298-46-4;Arzneimittel;24;1233.43;16;1;06.01.2013;16
WASSER;07.01.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.006;58955-93-4;Metabolite;24;1233.43;6;1;06.01.2013;6
WASSER;07.01.2013;Cyproconazol;µg/L;0.008;94361-06-5;Pestizide;24;1233.43;8;1;06.01.2013;8
WASSER;07.01.2013;Diclofenac;µg/L;0.019;15307-79-6;Arzneimittel;24;1233.43;19;1;06.01.2013;19
WASSER;07.01.2013;Hydrochlorothiazid;µg/L;0.027;58-93-5;Arzneimittel;24;1233.43;27;1;06.01.2013;27
WASSER;07.01.2013;Metformin;µg/L;0.41;657-24-9;Arzneimittel;24;1233.43;410;1;06.01.2013;410
WASSER;07.01.2013;Metoprolol;µg/L;0.001;37350-58-6;Arzneimittel;24;1233.43;1;1;06.01.2013;1
WASSER;07.01.2013;N-Acetyl-4-aminoantipyrin;µg/L;0.076;83-15-8;Metabolite;24;1233.43;76;1;06.01.2013;76
WASSER;07.01.2013;Saccharin;µg/L;0.034;81-07-2;Suessstoffe;24;1233.43;34;1;06.01.2013;34
WASSER;07.01.2013;Sucralose;µg/L;0.052;56038-13-2;Suessstoffe;24;1233.43;52;1;06.01.2013;52
WASSER;07.01.2013;Summe 5-Methyl-Benzotriazol und 4-Methyl-Benzotriazol und 1-Methylbenzotriazol und 2-Aminobenzimidazol;µg/L;0.14;KEINE NUMMER MOEGLICH;Metabolite;24;1233.43;140;1;06.01.2013;140
WASSER;07.01.2013;Toluol-4-sulfonsäure;µg/L;0.046;104-15-4;Einzelstoffe;24;1233.43;46;1;06.01.2013;46
WASSER;07.01.2013;Triphenylphosphinoxid;µg/L;0.03;791-28-6;Einzelstoffe;24;1233.43;30;1;06.01.2013;30
WASSER;07.01.2013;Valsartan;µg/L;0.038;137862-53-4;Arzneimittel;24;1233.43;38;1;06.01.2013;38
WASSER;07.01.2013;Venlafaxin;µg/L;0.013;93413-69-5;Arzneimittel;24;1233.43;13;1;06.01.2013;13
WASSER;07.01.2013;2-Naphthalinsulfonsäure;µg/L;0.008;120-18-3;Einzelstoffe;24;1233.43;8;1;06.01.2013;8
WASSER;07.01.2013;Acesulfam;µg/L;0.65;33665-90-6;Suessstoffe;24;1233.43;650;1;06.01.2013;650
WASSER;07.01.2013;Benzotriazol;µg/L;0.17;95-14-7;Einzelstoffe;24;1233.43;170;1;06.01.2013;170
WASSER;07.01.2013;Carbamazepin;µg/L;0.016;298-46-4;Arzneimittel;24;1233.43;16;1;06.01.2013;16
WASSER;07.01.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.02;58955-93-4;Metabolite;24;1233.43;20;1;06.01.2013;20
WASSER;07.01.2013;Carbendazim;µg/L;0.004;10605-21-7;Pestizide;24;1233.43;4;1;06.01.2013;4
WASSER;07.01.2013;Chlortoluron;µg/L;0.002;15545-48-9;Pestizide;24;1233.43;2;1;06.01.2013;2
WASSER;07.01.2013;Clarithromycin;µg/L;0.005;81103-11-9;Arzneimittel;24;1233.43;5;1;06.01.2013;5
WASSER;07.01.2013;Cyproconazol;µg/L;0.019;94361-06-5;Pestizide;24;1233.43;19;1;06.01.2013;19
WASSER;07.01.2013;DEET;µg/L;0.01;134-62-3;Pestizide;24;1233.43;10;1;06.01.2013;10
WASSER;07.01.2013;Desethylatrazin;µg/L;0.006;6190-65-4;Metabolite;24;1233.43;6;1;06.01.2013;6
WASSER;07.01.2013;Diclofenac;µg/L;0.018;15307-79-6;Arzneimittel;24;1233.43;18;1;06.01.2013;18
WASSER;07.01.2013;Isoproturon;µg/L;0.002;34123-59-6;Pestizide;24;1233.43;2;1;06.01.2013;2
WASSER;07.01.2013;Metformin;µg/L;0.31;657-24-9;Arzneimittel;24;1233.43;310;1;06.01.2013;310
WASSER;07.01.2013;Metolachlor;µg/L;0.005;51218-45-2;Pestizide;24;1233.43;5;1;06.01.2013;5
WASSER;07.01.2013;Metolachlor-ESA;µg/L;0.017;171118-09-5;Metabolite;24;1233.43;17;1;06.01.2013;17
WASSER;07.01.2013;Metolachlor-morpholinon;µg/L;0.004;120375-14-6;Metabolite;24;1233.43;4;1;06.01.2013;4
WASSER;07.01.2013;Metoprolol;µg/L;0.01;37350-58-6;Arzneimittel;24;1233.43;10;1;06.01.2013;10
WASSER;07.01.2013;N,N-Didesvenlafaxin;µg/L;0.018;93413-77-5;Metabolite;24;1233.43;18;1;06.01.2013;18
WASSER;07.01.2013;Sulfamethoxazol;µg/L;0.01;723-46-6;Arzneimittel;24;1233.43;10;1;06.01.2013;10
WASSER;07.01.2013;Summe 4-Methylbenzotriazol und 5-Methylbenzotriazol;µg/L;0.082;29385-43-1;Einzelstoffe;24;1233.43;82;1;06.01.2013;82
WASSER;07.01.2013;Toluol-4-sulfonsäure;µg/L;0.027;104-15-4;Einzelstoffe;24;1233.43;27;1;06.01.2013;27
WASSER;07.01.2013;Valsartan;µg/L;0.033;137862-53-4;Arzneimittel;24;1233.43;33;1;06.01.2013;33
WASSER;07.01.2013;Venlafaxin;µg/L;0.006;93413-69-5;Arzneimittel;24;1233.43;6;1;06.01.2013;6
WASSER;07.01.2013;Surfynol 104;µg/L;0.054;126-86-3;Einzelstoffe;24;1233.43;54;1;06.01.2013;54
WASSER;08.01.2013;1,1,1-Trichlorethan;µg/L;0.002;71-55-6;LHKW;24;1204.79;2;1;07.01.2013;2
WASSER;08.01.2013;Chloroform;µg/L;0.027;67-66-3;LHKW;24;1204.79;27;1;07.01.2013;27
WASSER;08.01.2013;Tetrachlorethen;µg/L;0.023;127-18-4;LHKW;24;1204.79;23;1;07.01.2013;23
WASSER;08.01.2013;Tetrachlormethan;µg/L;0.003;56-23-5;LHKW;24;1204.79;3;1;07.01.2013;3
WASSER;08.01.2013;Trichlorethen;µg/L;0.006;79-01-6;LHKW;24;1204.79;6;1;07.01.2013;6
WASSER;08.01.2013;2,6-Dichlorbenzamid;µg/L;0.014;2008-58-4;Metabolite;24;1204.79;14;1;07.01.2013;14
WASSER;08.01.2013;4-Formylaminoantipyrin;µg/L;0.035;1672-58-8;Metabolite;24;1204.79;35;1;07.01.2013;35
WASSER;08.01.2013;4-Trifluormethyl-phenol;µg/L;0.047;402-45-9;Einzelstoffe;24;1204.79;47;1;07.01.2013;47
WASSER;08.01.2013;Acesulfam;µg/L;1.5;33665-90-6;Suessstoffe;24;1204.79;1500;1;07.01.2013;1500
WASSER;08.01.2013;Atenololsäure;µg/L;0.041;56392-14-4;Metabolite;24;1204.79;41;1;07.01.2013;41
WASSER;08.01.2013;Atrazin;µg/L;0.013;1912-24-9;Pestizide;24;1204.79;13;1;07.01.2013;13
WASSER;08.01.2013;Benzotriazol;µg/L;0.44;95-14-7;Einzelstoffe;24;1204.79;440;1;07.01.2013;440
WASSER;08.01.2013;Carbamazepin;µg/L;0.02;298-46-4;Arzneimittel;24;1204.79;20;1;07.01.2013;20
WASSER;08.01.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.012;58955-93-4;Metabolite;24;1204.79;12;1;07.01.2013;12
WASSER;08.01.2013;Cyproconazol;µg/L;0.01;94361-06-5;Pestizide;24;1204.79;10;1;07.01.2013;10
WASSER;08.01.2013;Diclofenac;µg/L;0.026;15307-79-6;Arzneimittel;24;1204.79;26;1;07.01.2013;26
WASSER;08.01.2013;Hydrochlorothiazid;µg/L;0.033;58-93-5;Arzneimittel;24;1204.79;33;1;07.01.2013;33
WASSER;08.01.2013;Metformin;µg/L;0.53;657-24-9;Arzneimittel;24;1204.79;530;1;07.01.2013;530
WASSER;08.01.2013;Metoprolol;µg/L;0.003;37350-58-6;Arzneimittel;24;1204.79;3;1;07.01.2013;3
WASSER;08.01.2013;N-Acetyl-4-aminoantipyrin;µg/L;0.12;83-15-8;Metabolite;24;1204.79;120;1;07.01.2013;120
WASSER;08.01.2013;Saccharin;µg/L;0.034;81-07-2;Suessstoffe;24;1204.79;34;1;07.01.2013;34
WASSER;08.01.2013;Sitagliptin;µg/L;0.013;486460-32-6;Arzneimittel;24;1204.79;13;1;07.01.2013;13
WASSER;08.01.2013;Sucralose;µg/L;0.043;56038-13-2;Suessstoffe;24;1204.79;43;1;07.01.2013;43
WASSER;08.01.2013;Summe 5-Methyl-Benzotriazol und 4-Methyl-Benzotriazol und 1-Methylbenzotriazol und 2-Aminobenzimidazol;µg/L;0.14;KEINE NUMMER MOEGLICH;Metabolite;24;1204.79;140;1;07.01.2013;140
WASSER;08.01.2013;Summe N-Methylacetanilid und 2,4-Dimethylphenylformamid;µg/L;0.012;KEINE NUMMER MOEGLICH;Einzelstoffe;24;1204.79;12;1;07.01.2013;12
WASSER;08.01.2013;Toluol-4-sulfonsäure;µg/L;0.044;104-15-4;Einzelstoffe;24;1204.79;44;1;07.01.2013;44
WASSER;08.01.2013;Triphenylphosphinoxid;µg/L;0.024;791-28-6;Einzelstoffe;24;1204.79;24;1;07.01.2013;24
WASSER;08.01.2013;Valsartan;µg/L;0.041;137862-53-4;Arzneimittel;24;1204.79;41;1;07.01.2013;41
WASSER;08.01.2013;Venlafaxin;µg/L;0.013;93413-69-5;Arzneimittel;24;1204.79;13;1;07.01.2013;13
WASSER;08.01.2013;2-Naphthalinsulfonsäure;µg/L;0.007;120-18-3;Einzelstoffe;24;1204.79;7;1;07.01.2013;7
WASSER;08.01.2013;Acesulfam;µg/L;0.71;33665-90-6;Suessstoffe;24;1204.79;710;1;07.01.2013;710
WASSER;08.01.2013;Atrazin;µg/L;0.005;1912-24-9;Pestizide;24;1204.79;5;1;07.01.2013;5
WASSER;08.01.2013;Benzotriazol;µg/L;0.24;95-14-7;Einzelstoffe;24;1204.79;240;1;07.01.2013;240
WASSER;08.01.2013;Carbamazepin;µg/L;0.019;298-46-4;Arzneimittel;24;1204.79;19;1;07.01.2013;19
WASSER;08.01.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.022;58955-93-4;Metabolite;24;1204.79;22;1;07.01.2013;22
WASSER;08.01.2013;Carbendazim;µg/L;0.005;10605-21-7;Pestizide;24;1204.79;5;1;07.01.2013;5
WASSER;08.01.2013;Chlortoluron;µg/L;0.001;15545-48-9;Pestizide;24;1204.79;1;1;07.01.2013;1
WASSER;08.01.2013;Clarithromycin;µg/L;0.005;81103-11-9;Arzneimittel;24;1204.79;5;1;07.01.2013;5
WASSER;08.01.2013;Cyproconazol;µg/L;0.018;94361-06-5;Pestizide;24;1204.79;18;1;07.01.2013;18
WASSER;08.01.2013;DEET;µg/L;0.01;134-62-3;Pestizide;24;1204.79;10;1;07.01.2013;10
WASSER;08.01.2013;Desethylatrazin;µg/L;0.007;6190-65-4;Metabolite;24;1204.79;7;1;07.01.2013;7
WASSER;08.01.2013;Diclofenac;µg/L;0.023;15307-79-6;Arzneimittel;24;1204.79;23;1;07.01.2013;23
WASSER;08.01.2013;Isoproturon;µg/L;0.002;34123-59-6;Pestizide;24;1204.79;2;1;07.01.2013;2
WASSER;08.01.2013;Mecoprop;µg/L;0.005;7085-19-0;Pestizide;24;1204.79;5;1;07.01.2013;5
WASSER;08.01.2013;Metformin;µg/L;0.34;657-24-9;Arzneimittel;24;1204.79;340;1;07.01.2013;340
WASSER;08.01.2013;Metolachlor;µg/L;0.005;51218-45-2;Pestizide;24;1204.79;5;1;07.01.2013;5
WASSER;08.01.2013;Metolachlor-ESA;µg/L;0.018;171118-09-5;Metabolite;24;1204.79;18;1;07.01.2013;18
WASSER;08.01.2013;Metolachlor-morpholinon;µg/L;0.005;120375-14-6;Metabolite;24;1204.79;5;1;07.01.2013;5
WASSER;08.01.2013;Metoprolol;µg/L;0.011;37350-58-6;Arzneimittel;24;1204.79;11;1;07.01.2013;11
WASSER;08.01.2013;N,N-Didesvenlafaxin;µg/L;0.04;93413-77-5;Metabolite;24;1204.79;40;1;07.01.2013;40
WASSER;08.01.2013;Sulfamethoxazol;µg/L;0.012;723-46-6;Arzneimittel;24;1204.79;12;1;07.01.2013;12
WASSER;08.01.2013;Summe 4-Methylbenzotriazol und 5-Methylbenzotriazol;µg/L;0.083;29385-43-1;Einzelstoffe;24;1204.79;83;1;07.01.2013;83
WASSER;08.01.2013;Toluol-4-sulfonsäure;µg/L;0.024;104-15-4;Einzelstoffe;24;1204.79;24;1;07.01.2013;24
WASSER;08.01.2013;Valsartan;µg/L;0.036;137862-53-4;Arzneimittel;24;1204.79;36;1;07.01.2013;36
WASSER;08.01.2013;Venlafaxin;µg/L;0.007;93413-69-5;Arzneimittel;24;1204.79;7;1;07.01.2013;7
WASSER;08.01.2013;Surfynol 104;µg/L;0.031;126-86-3;Einzelstoffe;24;1204.79;31;1;07.01.2013;31
WASSER;09.01.2013;1,1,1-Trichlorethan;µg/L;0.001;71-55-6;LHKW;24;1165.37;1;1;08.01.2013;1
WASSER;09.01.2013;Chloroform;µg/L;0.024;67-66-3;LHKW;24;1165.37;24;1;08.01.2013;24
WASSER;09.01.2013;Hexachlorethan;µg/L;0.0005;67-72-1;LHKW;24;1165.37;0.5;1;08.01.2013;0.5
WASSER;09.01.2013;Tetrachlorethen;µg/L;0.023;127-18-4;LHKW;24;1165.37;23;1;08.01.2013;23
WASSER;09.01.2013;Tetrachlormethan;µg/L;0.002;56-23-5;LHKW;24;1165.37;2;1;08.01.2013;2
WASSER;09.01.2013;Trichlorethen;µg/L;0.004;79-01-6;LHKW;24;1165.37;4;1;08.01.2013;4
WASSER;09.01.2013;2-Naphthalinsulfonsäure;µg/L;0.007;120-18-3;Einzelstoffe;24;1165.37;7;1;08.01.2013;7
WASSER;09.01.2013;4-Formylaminoantipyrin;µg/L;0.024;1672-58-8;Metabolite;24;1165.37;24;1;08.01.2013;24
WASSER;09.01.2013;4-Trifluormethyl-phenol;µg/L;0.083;402-45-9;Einzelstoffe;24;1165.37;83;1;08.01.2013;83
WASSER;09.01.2013;Acesulfam;µg/L;1.7;33665-90-6;Suessstoffe;24;1165.37;1700;1;08.01.2013;1700
WASSER;09.01.2013;Atenololsäure;µg/L;0.036;56392-14-4;Metabolite;24;1165.37;36;1;08.01.2013;36
WASSER;09.01.2013;Atrazin;µg/L;0.013;1912-24-9;Pestizide;24;1165.37;13;1;08.01.2013;13
WASSER;09.01.2013;Benzotriazol;µg/L;0.37;95-14-7;Einzelstoffe;24;1165.37;370;1;08.01.2013;370
WASSER;09.01.2013;Carbamazepin;µg/L;0.025;298-46-4;Arzneimittel;24;1165.37;25;1;08.01.2013;25
WASSER;09.01.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.023;58955-93-4;Metabolite;24;1165.37;23;1;08.01.2013;23
WASSER;09.01.2013;Cyproconazol;µg/L;0.018;94361-06-5;Pestizide;24;1165.37;18;1;08.01.2013;18
WASSER;09.01.2013;DEET;µg/L;0.002;134-62-3;Pestizide;24;1165.37;2;1;08.01.2013;2
WASSER;09.01.2013;Diclofenac;µg/L;0.03;15307-79-6;Arzneimittel;24;1165.37;30;1;08.01.2013;30
WASSER;09.01.2013;Hydrochlorothiazid;µg/L;0.044;58-93-5;Arzneimittel;24;1165.37;44;1;08.01.2013;44
WASSER;09.01.2013;Metformin;µg/L;0.5;657-24-9;Arzneimittel;24;1165.37;500;1;08.01.2013;500
WASSER;09.01.2013;Metoprolol;µg/L;0.005;37350-58-6;Arzneimittel;24;1165.37;5;1;08.01.2013;5
WASSER;09.01.2013;N-Acetyl-4-aminoantipyrin;µg/L;0.1;83-15-8;Metabolite;24;1165.37;100;1;08.01.2013;100
WASSER;09.01.2013;Saccharin;µg/L;0.053;81-07-2;Suessstoffe;24;1165.37;53;1;08.01.2013;53
WASSER;09.01.2013;Sucralose;µg/L;0.059;56038-13-2;Suessstoffe;24;1165.37;59;1;08.01.2013;59
WASSER;09.01.2013;Summe 5-Methyl-Benzotriazol und 4-Methyl-Benzotriazol und 1-Methylbenzotriazol und 2-Aminobenzimidazol;µg/L;0.15;KEINE NUMMER MOEGLICH;Metabolite;24;1165.37;150;1;08.01.2013;150
WASSER;09.01.2013;Summe O-Desvenlafaxin und N-Desvenlafaxin und Tramadol;µg/L;0.011;KEINE NUMMER MOEGLICH;Arzneimittel;24;1165.37;11;1;08.01.2013;11
WASSER;09.01.2013;Toluol-4-sulfonsäure;µg/L;0.03;104-15-4;Einzelstoffe;24;1165.37;30;1;08.01.2013;30
WASSER;09.01.2013;Triphenylphosphinoxid;µg/L;0.11;791-28-6;Einzelstoffe;24;1165.37;110;1;08.01.2013;110
WASSER;09.01.2013;Valsartan;µg/L;0.057;137862-53-4;Arzneimittel;24;1165.37;57;1;08.01.2013;57
WASSER;09.01.2013;Venlafaxin;µg/L;0.014;93413-69-5;Arzneimittel;24;1165.37;14;1;08.01.2013;14
